Probeset ID,Sequence ID,MGI ID,Gene Symbol,Gene Name,Chromosome,Start Coordinate,End Coordinate,Strand
10508686,NM_025297,MGI:1349441,Mecr,mitochondrial trans-2-enoyl-CoA reductase,4,131399385,131423701,+
10508697,NM_020587,MGI:1890577,Srsf4,serine/arginine-rich splicing factor 4,4,131429532,131457621,+
10508707,ENSMUST00000094666,MGI:3646343,Tmem200b,transmembrane protein 200B,4,131477686,131478540,+
10508709,ENSMUST00000094662,MGI:3641670,Gm10300,predicted gene 10300,4,131630612,131632907,+
10508711,NM_025579,MGI:1913714,Taf12,"TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor",4,131830290,131851681,+
10508719,---,---,,,,,,
10508721,---,---,,,,,,
10508723,---,---,,,,,,
10508725,---,---,,,,,,
10508727,NM_172400,MGI:1915848,Dnajc8,"DnaJ (Hsp40) homolog, subfamily C, member 8",4,132091465,132109657,+
10508734,NM_001081211,MGI:106066,Ptafr,platelet-activating factor receptor,4,132119982,132138598,+
10508737,NM_010166,MGI:109339,Eya3,eyes absent 3 homolog (Drosophila),4,132194902,132280680,+
10508759,NM_011284,MGI:1339939,Rpa2,replication protein A2,4,132324247,132334667,+
10508770,AK142202,MGI:3649305,Gm13033,predicted gene 13033,4,132440678,132442541,+
10508772,NM_010208,MGI:95527,Fgr,Gardner-Rasheed feline sarcoma viral (Fgr) oncogene homolog,4,132530010,132557825,+
10508788,NM_146155,MGI:2444218,Ahdc1,"AT hook, DNA binding motif, containing 1",4,132567175,132633778,+
10508797,AY512921,MGI:3642094,Gm10151,predicted gene 10151,4,132641389,132645061,+
10508800,AY140896,MGI:3781756,Gm3579,predicted gene 3579,4,132651870,132657565,+
10508805,NM_153423,MGI:1098641,Wasf2,"WAS protein family, member 2",4,132686420,132755671,+
10508819,NM_027152,MGI:1916905,Cd164l2,CD164 sialomucin-like 2,4,132768046,132780470,+
10508829,NM_016693,MGI:1855691,Map3k6,mitogen-activated protein kinase kinase kinase 6,4,132796733,132808844,+
10508860,NM_016981,MGI:102462,Slc9a1,"solute carrier family 9 (sodium/hydrogen exchanger), member 1",4,132925621,132979617,+
10508879,NM_175307,MGI:2140500,Fam46b,"family with sequence similarity 46, member B",4,133036047,133043853,+
10508883,NM_001083916,MGI:1916323,1810019J16Rik,RIKEN cDNA 1810019J16 gene,4,133074878,133086705,+
10508887,NM_011850,MGI:1346344,Nr0b2,"nuclear receptor subfamily 0, group B, member 2",4,133109291,133112451,+
10508892,NM_172876,MGI:2442492,Gpatch3,G patch domain containing 3,4,133130660,133140158,+
10508901,NM_133884,MGI:2140368,Gpn2,GPN-loop GTPase 2,4,133140277,133147650,+
10508907,---,---,,,,,,
10508909,---,---,,,,,,
10508917,BC150738,MGI:1334463,Aim1l,absent in melanoma 1-like,4,133621827,133648419,+
10508936,NM_026257,MGI:1914836,Ubxn11,UBX domain protein 11,4,133658485,133683508,+
10508953,NM_001039048,MGI:2447992,Trim63,tripartite motif-containing 63,4,133871037,133885543,+
10508961,NM_001039677,MGI:106637,Slc30a2,"solute carrier family 30 (zinc transporter), member 2",4,133899096,133910399,+
10508972,BC080727,MGI:3779501,Gm5589,predicted gene 5589,4,133940848,133942893,+
10508974,NM_133880,MGI:2140321,Pafah2,platelet-activating factor acetylhydrolase 2,4,133952235,133983328,+
10508986,NM_019641,MGI:96739,Stmn1,stathmin 1,4,134024235,134029758,+
10508992,NM_027995,MGI:1919154,Paqr7,progestin and adipoQ receptor family member VII,4,134052612,134064728,+
10508996,NM_001081099,MGI:1917135,2610002D18Rik,RIKEN cDNA 2610002D18 gene,4,134066914,134079842,+
10509000,---,---,,,,,,
10509002,NM_011270,MGI:1202882,Rhd,"Rh blood group, D antigen",4,134420451,134452087,+
10509014,BC043057,MGI:106498,D4Wsu53e,"DNA segment, Chr 4, Wayne State University 53, expressed",4,134479507,134483586,+
10509023,NM_026780,MGI:1915842,Syf2,"SYF2 homolog, RNA splicing factor (S. cerevisiae)",4,134486813,134493463,+
10509030,NM_019732,MGI:102672,Runx3,runt related transcription factor 3,4,134676567,134733905,+
10509039,NM_030189,MGI:1926056,4930555I21Rik,RIKEN cDNA 4930555I21 gene,4,135050705,135093718,+
10509049,BC059720,MGI:1913597,1700029M20Rik,RIKEN cDNA 1700029M20 gene,4,135182570,135186113,+
10509053,NM_174851,MGI:2429859,Il28ra,interleukin 28 receptor alpha,4,135242202,135264096,+
10509063,NM_178257,MGI:2663588,Il22ra1,"interleukin 22 receptor, alpha 1",4,135284087,135308055,+
10509071,AK162333,MGI:3642706,9130219A07Rik,RIKEN cDNA 9130219A07 gene,4,135308094,135311298,+
10509073,NM_001085509,MGI:2685280,Myom3,"myomesin family, member 3",4,135315630,135371479,+
10509113,NM_010178,MGI:1333805,Srsf10,serine/arginine-rich splicing factor 10,4,135411662,135425823,+
10509122,NM_009924,MGI:104650,Cnr2,cannabinoid receptor 2 (macrophage),4,135451309,135476122,+
10509127,NM_024243,MGI:95593,Fuca1,"fucosidase, alpha-L- 1, tissue",4,135476650,135496226,+
10509137,NM_008254,MGI:96158,Hmgcl,3-hydroxy-3-methylglutaryl-Coenzyme A lyase,4,135502363,135518532,+
10509147,NM_178389,MGI:1921496,Gale,"galactose-4-epimerase, UDP",4,135519642,135524093,+
10509161,---,---,,,,,,
10509163,NM_008321,MGI:96398,Id3,inhibitor of DNA binding 3,4,135699412,135701670,+
10509168,NM_177733,MGI:1096341,E2f2,E2F transcription factor 2,4,135728309,135751972,+
10509178,NM_001008232,MGI:2684986,Asap3,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3",4,135762280,135801131,+
10509204,NM_011542,MGI:1196908,Tcea3,"transcription elongation factor A (SII), 3",4,135803644,135830813,+
10509218,NM_009557,MGI:99192,Zfp46,zinc finger protein 46,4,135840598,135849857,+
10509228,NM_028871,MGI:1891692,Hnrnpr,heterogeneous nuclear ribonucleoprotein R,4,135866857,135896596,+
10509238,NM_008309,MGI:96276,Htr1d,5-hydroxytryptamine (serotonin) receptor 1D,4,135979439,136000313,+
10509244,ENSMUST00000084593,MGI:2443447,6030445D17Rik,RIKEN cDNA 6030445D17 gene,4,136018165,136019892,+
10509246,NM_024452,MGI:107629,Luzp1,leucine zipper protein 1,4,136025676,136110695,+
10509253,BC048442,MGI:1914913,4930549C01Rik,RIKEN cDNA 4930549C01 gene,4,136166352,136169141,+
10509256,BC028950,MGI:2448566,Lactbl1,"lactamase, beta-like 1",4,136178507,136193795,+
10509267,NM_009523,MGI:98957,Wnt4,wingless-related MMTV integration site 4,4,136833404,136855641,+
10509273,ENSMUST00000097840,---,,,,,,
10509275,BC086916,MGI:2149632,Rpl31,ribosomal protein L31,1,39424764,39428752,+
10509277,NM_027063,MGI:1916630,1700013G24Rik,RIKEN cDNA 1700013G24 gene,4,137009199,137011376,+
10509280,NM_008305,MGI:96257,Hspg2,perlecan (heparan sulfate proteoglycan 2),4,137024684,137126545,+
10509379,NM_130879,MGI:2158502,Usp48,ubiquitin specific peptidase 48,4,137149670,137214452,+
10509410,NM_001081155,MGI:109338,Rap1gap,Rap1 GTPase-activating protein,4,137220641,137285776,+
10509441,NM_199307,MGI:1101357,Ece1,endothelin converting enzyme 1,4,137418152,137521144,+
10509463,NM_172703,MGI:1923935,Eif4g3,"eukaryotic translation initiation factor 4 gamma, 3",4,137548937,137764423,+
10509500,NM_010470,MGI:109369,Hp1bp3,"heterochromatin protein 1, binding protein 3",4,137772211,137800598,+
10509514,NM_001099631,MGI:2446215,Sh2d5,SH2 domain containing 5,4,137806318,137817247,+
10509526,NM_010623,MGI:1098229,Kif17,kinesin family member 17,4,137806350,137857882,+
10509542,NM_007838,MGI:1194508,Ddost,dolichyl-di-phosphooligosaccharide-protein glycotransferase,4,137860645,137868543,+
10509555,---,---,,,,,,
10509557,ENSMUST00000062902,MGI:1931024,AB041806,"hypothetical protein, MNCb-2457",4,137951113,137953629,+
10509560,NM_001048058,MGI:1914921,Rpl38,ribosomal protein L38,11,114529838,114533645,+
10509562,NM_026689,MGI:1915600,Mul1,mitochondrial ubiquitin ligase activator of NFKB 1,4,137990586,137998180,+
10509568,NM_025451,MGI:1913509,Camk2n1,calcium/calmodulin-dependent protein kinase II inhibitor 1,4,138010229,138016038,+
10509571,NM_008868,MGI:106638,Pla2g2c,"phospholipase A2, group IIC",4,138280707,138302047,+
10509577,NM_011109,MGI:1341796,Pla2g2d,"phospholipase A2, group IID",4,138331650,138337961,+
10509584,NR_002926,MGI:104642,Pla2g2a,"phospholipase A2, group IIA (platelets, synovial fluid)",4,138387775,138391101,+
10509590,NM_012044,MGI:1349660,Pla2g2e,"phospholipase A2, group IIE",4,138433857,138438732,+
10509596,NM_025786,MGI:1914075,Rnf186,ring finger protein 186,4,138523027,138524275,+
10509601,NM_029857,MGI:1924306,Tmco4,transmembrane and coiled-coil domains 4,4,138528803,138615086,+
10509620,NM_001037761,MGI:104652,Capzb,"capping protein (actin filament) muscle Z-line, beta",4,138748814,138847733,+
10509635,NM_025337,MGI:107796,Akr7a5,"aldo-keto reductase family 7, member A5 (aflatoxin aldehyde reductase)",4,138866659,138874341,+
10509645,NM_146157,MGI:2443696,C230096C10Rik,RIKEN cDNA C230096C10 gene,4,138908502,138934645,+
10509777,NM_183148,MGI:2140675,Iffo2,intermediate filament family orphan 2,4,139086463,139176297,+
10509790,NM_175438,MGI:2443883,Aldh4a1,"aldehyde dehydrogenase 4 family, member A1",4,139178781,139205605,+
10509811,NM_031873,MGI:1933546,Tas1r2,"taste receptor, type 1, member 2",4,139209453,139226195,+
10509820,NM_173867,MGI:1919784,Rcc2,regulator of chromosome condensation 2,4,140256456,140279135,+
10509838,NM_008812,MGI:1338892,Padi2,"peptidyl arginine deiminase, type II",4,140462259,140508501,+
10509856,---,---,,,,,,
10509858,NM_023374,MGI:1914930,Sdhb,"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)",4,140517118,140535108,+
10509868,NM_029097,MGI:1922022,Atp13a2,ATPase type 13A2,4,140542788,140563245,+
10509901,NM_008546,MGI:99559,Mfap2,microfibrillar-associated protein 2,4,140566552,140571890,+
10509910,NM_177867,MGI:3607787,Spata21,spermatogenesis associated 21,4,140644248,140668675,+
10509927,AK132662,MGI:3704238,4921514A10Rik,RIKEN cDNA 4921514A10 gene,4,140671575,140674002,+
10509930,NM_172518,MGI:1924992,Fbxo42,F-box protein 42,4,140703828,140759977,+
10509941,BC147765,MGI:1923416,6330545A04Rik,RIKEN cDNA 6330545A04 gene,4,140769871,140782671,+
10509947,NM_172520,MGI:1925912,Arhgef19,Rho guanine nucleotide exchange factor (GEF) 19,4,140795490,140813479,+
10509965,NM_010139,MGI:95278,Epha2,Eph receptor A2,4,140857155,140885299,+
10509985,BC147049,MGI:2685539,Fam131c,"family with sequence similarity 131, member C",4,140924135,140940090,+
10509992,NM_013868,MGI:1352494,Hspb7,"heat shock protein family, member 7 (cardiovascular)",4,140976694,140981226,+
10509998,NM_009541,MGI:107410,Zbtb17,zinc finger and BTB domain containing 17,4,141000569,141023845,+
10510019,AK046532,MGI:2444063,B330016D10Rik,RIKEN cDNA B330016D10 gene,4,141102104,141103807,+
10510022,ENSMUST00000097812,---,,,,,,
10510025,NM_001081408,MGI:1923236,Agmat,agmatine ureohydrolase (agmatinase),4,141302587,141315178,+
10510034,NM_015733,MGI:1277950,Casp9,caspase 9,4,141349527,141371891,+
10510047,ENSMUST00000097804,---,,,,,,
10510050,---,---,,,,,,
10510053,ENSMUST00000052458,MGI:2442845,Lrrc38,leucine rich repeat containing 38,4,142939660,142960935,+
10510056,NM_031377,MGI:1890541,Pramel1,preferentially expressed antigen in melanoma-like 1,4,142984331,142990063,+
10510061,BC056931,MGI:2140473,Pramef8,PRAME family member 8,4,143002329,143010994,+
10510068,NM_001113736,MGI:3649498,Gm13040,predicted gene 13040,4,143129575,143131916,+
10510072,NM_001113736,MGI:3649498,Gm13040,predicted gene 13040,4,143129575,143131916,+
10510076,NM_001113736,MGI:3649498,Gm13040,predicted gene 13040,4,143129575,143131916,+
10510081,BC080695,MGI:3525148,BC080695,cDNA sequence BC080695,4,143157378,143163701,+
10510084,BC084594,MGI:3650478,Gm13023,predicted gene 13023,4,143379255,143385478,+
10510090,NM_177571,MGI:3650203,Gm13103,predicted gene 13103,4,143436400,143443540,+
10510093,NM_001001319,MGI:2156377,Pramel4,preferentially expressed antigen in melanoma like 4,4,143649029,143659230,+
10510100,NM_001085419,MGI:3703005,Gm13102,predicted gene 13102,4,143696377,143700004,+
10510106,NM_198661,MGI:2684035,Oog2,oogenesin 2,4,143780622,143786837,+
10510112,NM_001034101,MGI:3651680,Gm13119,predicted gene 13119,4,143947845,143954322,+
10510117,ENSMUST00000030324,---,,,,,,
10510120,NM_198662,MGI:2685880,9430007A20Rik,RIKEN cDNA 9430007A20 gene,4,144109725,144119256,+
10510125,ENSMUST00000030328,MGI:2685880,9430007A20Rik,RIKEN cDNA 9430007A20 gene,4,144109725,144119256,+
10510127,NM_001081248,MGI:3650257,Gm13177,predicted gene 13177,4,144203610,144213301,+
10510129,NM_011303,MGI:1315215,Dhrs3,dehydrogenase/reductase (SDR family) member 3,4,144482730,144518112,+
10510142,NR_002888,MGI:2443330,Vmn2r-ps14,"vomeronasal 2, receptor, pseudogene 14",4,145054107,145057323,+
10510144,BC085112,MGI:3651986,Gm13154,predicted gene 13154,4,146927386,146959307,+
10510150,BC085112,MGI:3651986,Gm13154,predicted gene 13154,4,146927386,146959307,+
10510159,NM_001103158,MGI:3712454,Gm13242,predicted gene 13242,4,145260588,145294344,+
10510162,NM_144880,MGI:2388479,Ppp2r5a,"protein phosphatase 2, regulatory subunit B (B56), alpha isoform",1,193175860,193220920,-
10510165,ENSMUST00000035484,MGI:2448759,Cdv3,carnitine deficiency-associated gene expressed in ventricle 3,9,103255438,103267868,-
10510167,AF320340,MGI:2448759,Cdv3,carnitine deficiency-associated gene expressed in ventricle 3,9,103255438,103267868,-
10510170,ENSMUST00000077742,---,,,,,,
10510172,NM_008252,MGI:96157,Hmgb2,high mobility group box 2,8,59990673,59993284,+
10510176,NR_002888,MGI:2443330,Vmn2r-ps14,"vomeronasal 2, receptor, pseudogene 14",4,145054107,145057323,+
10510178,NM_001085522,MGI:3700963,Gm13251,predicted gene 13251,4,145727747,145749016,-
10510191,BC108352,MGI:3705222,Zfp600,zinc finger protein 600,4,146124225,146166156,+
10510194,BC064790,MGI:96113,Hmgb1,high mobility group box 1,5,149858278,149865089,-
10510197,NM_144880,MGI:2388479,Ppp2r5a,"protein phosphatase 2, regulatory subunit B (B56), alpha isoform",1,193175860,193220920,-
10510201,NM_009051,MGI:1328322,Rex2,reduced expression 2,4,145881315,145887868,+
10510212,BC064790,MGI:96113,Hmgb1,high mobility group box 1,5,149858278,149865089,-
10510215,BC024323,MGI:3701604,Gm13139,predicted gene 13139,4,146506147,146554688,+
10510219,NM_175833,MGI:2448759,Cdv3,carnitine deficiency-associated gene expressed in ventricle 3,9,103255438,103267868,-
10510221,AY140896,MGI:3781756,Gm3579,predicted gene 3579,4,132651870,132657565,+
10510225,ENSMUST00000105736,---,,,,,,
10510227,BC064790,MGI:96113,Hmgb1,high mobility group box 1,5,149858278,149865089,-
10510230,BC058613,MGI:3701121,Gm13152,predicted gene 13152,4,146866526,146887595,+
10510239,ENSMUST00000104964,MGI:3642127,Gm16503,predicted gene 16503,4,146914327,146917609,+
10510241,BC085112,MGI:3651986,Gm13154,predicted gene 13154,4,146927386,146959307,+
10510252,XM_984258,MGI:3651738,Gm13149,predicted gene 13149,4,146322269,146322607,-
10510254,NM_010244,MGI:95595,Fv1,Friend virus susceptibility 1,4,147243088,147244467,+
10510256,BC012878,MGI:1924284,2510039O18Rik,RIKEN cDNA 2510039O18 gene,4,147315004,147321423,+
10510260,NM_008726,MGI:97368,Nppb,natriuretic peptide type B,4,147359897,147361314,+
10510265,NM_008725,MGI:97367,Nppa,natriuretic peptide type A,4,147374831,147376188,+
10510270,NM_010840,MGI:106639,Mthfr,"5,10-methylenetetrahydrofolate reductase",4,147413186,147433660,+
10510286,NM_027985,MGI:1919140,Mad2l2,MAD2 mitotic arrest deficient-like 2 (yeast),4,147504493,147519808,+
10510299,NM_176848,MGI:2446216,Fbxo2,F-box protein 2,4,147534730,147540533,+
10510305,NM_020009,MGI:1928394,Mtor,mechanistic target of rapamycin (serine/threonine kinase),4,147822720,147931792,+
10510365,NM_016699,MGI:1355322,Exosc10,exosome component 10,4,147932538,147956510,+
10510391,NM_009272,MGI:102690,Srm,spermidine synthase,4,147965612,147969102,+
10510399,NM_001003893,MGI:1330832,Masp2,mannan-binding lectin serine peptidase 2,4,147976663,147989608,+
10510413,NM_001085505,MGI:2685418,Gm572,predicted gene 572,4,148017426,148045681,+
10510422,NM_027195,MGI:1196251,Casz1,"castor homolog 1, zinc finger (Drosophila)",4,148178538,148328998,+
10510445,---,---,,,,,,
10510447,BC035954,MGI:1196251,Casz1,"castor homolog 1, zinc finger (Drosophila)",4,148178538,148328998,+
10510452,NM_001025296,MGI:1196227,Dffa,"DNA fragmentation factor, alpha subunit",4,148478255,148494756,+
10510462,ENSMUST00000088257,MGI:1914924,Trmt112,tRNA methyltransferase 11-2 homolog (S. cerevisiae),19,6984188,6985512,+
10510464,NM_026963,MGI:1916401,Lzic,leucine zipper and CTNNBIP1 domain containing,4,148859338,148870777,+
10510473,NM_023465,MGI:1915756,Ctnnbip1,catenin beta interacting protein 1,4,148892345,148940546,+
10510482,NM_023051,MGI:1929895,Clstn1,calsyntenin 1,4,148960577,149023008,+
10510505,---,---,,,,,,
10510507,---,---,,,,,,
10510509,NM_177366,MGI:2442046,Gpr157,G protein-coupled receptor 157,4,149461474,149480036,+
10510516,NM_019741,MGI:1928369,Slc2a5,"solute carrier family 2 (facilitated glucose transporter), member 5",4,149493392,149518278,+
10510532,NM_001085529,MGI:3650865,Slc2a7,"solute carrier family 2 (facilitated glucose transporter), member 7",4,149523081,149542591,+
10510546,NM_023119,MGI:95393,Eno1,"enolase 1, alpha non-neuron",4,149610830,149622988,+
10510552,NM_001085492,MGI:2683486,Rere,arginine glutamic acid dipeptide (RE) repeats,4,149655755,149996075,+
10510574,NM_133753,MGI:1921405,Errfi1,ERBB receptor feedback inhibitor 1,4,150228028,150243001,+
10510580,NM_011612,MGI:1101059,Tnfrsf9,"tumor necrosis factor receptor superfamily, member 9",4,150288671,150320211,+
10510592,---,---,,,,,,
10510594,NM_011910,MGI:1346329,Uts2,urotensin 2,4,150371206,150375919,+
10510602,ENSMUST00000094445,---,,,,,,
10510604,NM_172704,MGI:2443386,Dnajc11,"DnaJ (Hsp40) homolog, subfamily C, member 11",4,151307800,151356246,+
10510624,NM_001033352,MGI:1919288,Klhl21,kelch-like 21 (Drosophila),4,151382912,151391789,+
10510629,NM_028727,MGI:1921285,Nol9,nucleolar protein 9,4,151413430,151435603,+
10510643,NM_001004156,MGI:2652860,Plekhg5,"pleckstrin homology domain containing, family G (with RhoGef domain) member 5",4,151446607,151489509,+
10510668,NM_033042,MGI:1934667,Tnfrsf25,"tumor necrosis factor receptor superfamily, member 25",4,151490043,151494228,+
10510681,NM_008236,MGI:1098624,Hes2,hairy and enhancer of split 2 (Drosophila),4,151532976,151536578,+
10510687,NM_133348,MGI:1917275,Acot7,acyl-CoA thioesterase 7,4,151552243,151645961,+
10510700,NM_178406,MGI:1916157,Gpr153,G protein-coupled receptor 153,4,151648341,151659446,+
10510708,NM_133788,MGI:1888594,Icmt,isoprenylcysteine carboxyl methyltransferase,4,151671460,151681231,+
10510720,NM_009079,MGI:99262,Rpl22,ribosomal protein L22,4,151699851,151708180,+
10510725,NM_001081376,MGI:3036258,Chd5,chromodomain helicase DNA binding protein 5,4,151712996,151764290,+
10510767,NM_153424,MGI:2384210,Nphp4,nephronophthisis 4 (juvenile) homolog (human),4,151850815,151937158,+
10510804,BC147047,MGI:2685679,Gm833,predicted gene 833,4,152071649,152074624,+
10510809,BC052148,MGI:2140680,A430005L14Rik,RIKEN cDNA A430005L14 gene,4,153331346,153336034,+
10510814,NM_177673,MGI:2687282,BC046331,cDNA sequence BC046331,4,153349303,153382841,+
10510836,NM_201226,MGI:1920196,Lrrc47,leucine rich repeat containing 47,4,153385840,153395622,+
10510844,NM_021499,MGI:1891749,Wdr8,WD repeat domain 8,4,153516481,153541529,+
10510859,ENSMUST00000030897,MGI:1919351,Megf6,multiple EGF-like-domains 6,4,153544839,153649822,+
10510861,ENSMUST00000030897,MGI:1919351,Megf6,multiple EGF-like-domains 6,4,153544839,153649822,+
10510872,---,---,,,,,,
10510874,ENSMUST00000030897,MGI:1919351,Megf6,multiple EGF-like-domains 6,4,153544839,153649822,+
10510876,ENSMUST00000030897,MGI:1919351,Megf6,multiple EGF-like-domains 6,4,153544839,153649822,+
10510878,ENSMUST00000030897,MGI:1919351,Megf6,multiple EGF-like-domains 6,4,153544839,153649822,+
10510880,ENSMUST00000030897,MGI:1919351,Megf6,multiple EGF-like-domains 6,4,153544839,153649822,+
10510882,ENSMUST00000030897,MGI:1919351,Megf6,multiple EGF-like-domains 6,4,153544839,153649822,+
10510884,ENSMUST00000030897,MGI:1919351,Megf6,multiple EGF-like-domains 6,4,153544839,153649822,+
10510886,BC031402,MGI:1919351,Megf6,multiple EGF-like-domains 6,4,153544839,153649822,+
10510908,---,---,,,,,,
10510910,AK140029,MGI:3642713,B230104I21Rik,RIKEN cDNA B230104I21 gene,4,,,
10510914,BC068299,MGI:2445205,Ttc34,tetratricopeptide repeat domain 34,4,154230309,154241234,+
10510923,NM_013783,MGI:1351603,Mmel1,membrane metallo-endopeptidase-like 1,4,154243694,154269630,+
10510950,NM_010419,MGI:104876,Hes5,hairy and enhancer of split 5 (Drosophila),4,154334879,154336480,+
10510957,NM_172990,MGI:2387466,Pank4,pantothenate kinase 4,4,154338232,154355047,+
10510980,---,---,,,,,,
10510982,NM_001042407,MGI:2684988,Pex10,peroxisomal biogenesis factor 10,4,154441125,154446542,+
10510991,NM_001081100,MGI:1924116,Morn1,MORN repeat containing 1,4,154460686,154519614,+
10511007,BC117034,MGI:1914763,2610002J02Rik,RIKEN cDNA 2610002J02 gene,4,154623911,154630793,+
10511014,---,---,,,,,,
10511017,NM_177674,MGI:1917130,2010015L04Rik,RIKEN cDNA 2010015L04 gene,4,154783299,154822053,+
10511042,BC113168,MGI:2686516,C030017K20Rik,RIKEN cDNA C030017K20 gene,4,154825679,154840639,+
10511062,BC150685,MGI:1916921,Tmem52,transmembrane protein 52,4,154843223,154844966,+
10511069,NM_008142,MGI:95781,Gnb1,"guanine nucleotide binding protein (G protein), beta 1",4,154865479,154933378,+
10511084,NM_138671,MGI:2183149,Nadk,NAD kinase,4,154936487,154965110,+
10511099,NM_177186,MGI:2444240,Slc35e2,"solute carrier family 35, member E2",4,154975525,154997449,+
10511113,NM_007661,MGI:88353,Cdk11b,cyclin-dependent kinase 11B,4,154998963,155024047,+
10511136,NM_178699,MGI:2444790,B930041F14Rik,RIKEN cDNA B930041F14 gene,4,155068451,155070590,+
10511139,NM_026899,MGI:1916241,Ssu72,Ssu72 RNA polymerase II CTD phosphatase homolog (yeast),4,155078909,155107988,+
10511146,ENSMUST00000067628,MGI:1917698,2610204G22Rik,RIKEN cDNA 2610204G22 gene,4,155135301,155137669,+
10511149,NM_025570,MGI:2137221,Mrpl20,mitochondrial ribosomal protein L20,4,155177645,155183885,+
10511156,NM_207678,MGI:1927119,Ccnl2,cyclin L2,4,155186598,155198652,+
10511175,NM_025338,MGI:1913327,Aurkaip1,aurora kinase A interacting protein 1,4,155205381,155207239,+
10511180,NM_024263,MGI:1922011,Mxra8,matrix-remodelling associated 8,4,155213789,155218197,+
10511190,NM_010091,MGI:94941,Dvl1,"dishevelled, dsh homolog 1 (Drosophila)",4,155221511,155233412,+
10511207,NM_028020,MGI:1919207,Cpsf3l,cleavage and polyadenylation specific factor 3-like,4,155243655,155263212,+
10511226,NM_207223,MGI:2153589,Acap3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3",4,155265984,155281360,+
10511252,NM_021402,MGI:2153608,Ube2j2,"ubiquitin-conjugating enzyme E2, J2 homolog (yeast)",4,155317940,155333713,+
10511258,NM_026125,MGI:1914639,Fam132a,"family with sequence similarity 132, member A",4,155336427,155340738,+
10511269,NM_011341,MGI:108079,Sdf4,stromal cell derived factor 4,4,155366981,155387719,+
10511282,NM_011659,MGI:104512,Tnfrsf4,"tumor necrosis factor receptor superfamily, member 4",4,155387952,155390721,+
10511290,NM_009400,MGI:894675,Tnfrsf18,"tumor necrosis factor receptor superfamily, member 18",4,155400273,155403004,+
10511298,BC004010,MGI:2444364,9430015G10Rik,RIKEN cDNA 9430015G10 gene,4,155484091,155501374,+
10511309,AK137636,MGI:3588193,9930005F22Rik,RIKEN cDNA 9930005F22 gene,4,155504622,155507524,+
10511311,NM_028097,MGI:1919348,Tmem68,transmembrane protein 68,4,3476188,3502000,-
10511321,AK034690,MGI:3045277,9430025C20Rik,RIKEN cDNA 9430025C20 gene,4,3733782,3735898,-
10511325,NM_026147,MGI:1914677,Rps20,ribosomal protein S20,4,3758481,3762812,-
10511330,NM_020021,MGI:97052,Mos,Moloney sarcoma oncogene,4,3797804,3799252,-
10511333,NM_019969,MGI:1891916,Plag1,pleiomorphic adenoma gene 1,4,3828143,3865570,-
10511342,NM_019883,MGI:98887,Uba52,ubiquitin A-52 residue ribosomal protein fusion product 1,8,73032162,73034700,-
10511345,NM_181989,MGI:2668443,Sdr16c5,"short chain dehydrogenase/reductase family 16C, member 5",4,3923083,3946810,-
10511353,BC125450,MGI:2685269,Sdr16c6,"short chain dehydrogenase/reductase family 16C, member 6",4,3983078,4004669,-
10511363,NM_001002927,MGI:104629,Penk,preproenkephalin,4,4060678,4065966,-
10511366,ENSMUST00000116040,---,,,,,,
10511368,NM_177730,MGI:1915720,Impad1,inositol monophosphatase domain containing 1,4,4689631,4720502,-
10511375,NM_007824,MGI:106091,Cyp7a1,"cytochrome P450, family 7, subfamily a, polypeptide 1",4,6192759,6202780,-
10511382,NM_010945,MGI:1341864,Nsmaf,neutral sphingomyelinase (N-SMase) activation associated factor,4,6323354,6381418,-
10511414,---,---,,,,,,
10511416,NM_145711,MGI:2181659,Tox,thymocyte selection-associated high mobility group box,4,6613500,6918704,-
10511429,NM_007592,MGI:88253,Car8,carbonic anhydrase 8,4,8070514,8166188,-
10511442,---,---,,,,,,
10511444,XM_001472912,MGI:3652275,Gm11810,predicted gene 11810,4,8383313,8383645,-
10511446,NM_023066,MGI:1914186,Asph,aspartate-beta-hydroxylase,4,9375216,9596491,-
10511484,---,---,,,,,,
10511486,NR_004448,MGI:1921912,4930448K20Rik,RIKEN cDNA 4930448K20 gene,4,9843785,9844782,-
10511490,---,---,,,,,,
10511492,XR_001926,---,,,,,,
10511496,XR_001926,---,,,,,,
10511498,NM_175175,MGI:1919051,Plekhf2,"pleckstrin homology domain containing, family F (with FYVE domain) member 2",4,10915809,10935074,-
10511501,NM_001085493,MGI:1924197,2310030N02Rik,RIKEN cDNA 2310030N02 gene,4,10978192,11003352,-
10511510,NM_178112,MGI:1919906,Ints8,integrator complex subunit 8,4,11126305,11181405,-
10511541,NM_001081201,MGI:2685869,Dpy19l4,dpy-19-like 4 (C. elegans),4,11188462,11249284,-
10511560,NM_194055,MGI:1917326,Esrp1,epithelial splicing regulatory protein 1,4,11259080,11313930,-
10511577,---,---,,,,,,
10511580,NM_001098230,MGI:2685870,Pdp1,pyruvate dehyrogenase phosphatase catalytic subunit 1,4,11885331,11893599,-
10511586,ENSMUST00000098260,MGI:3642593,Gm10604,predicted gene 10604,4,11906707,11908412,-
